name	count_reads_SRX	count_reads_ER14	count_reads_ER23	count_reads_ER16	count_reads_ER18	count_reads_ER17	count_reads_ER21	count_reads_ER13	count_reads_ER22	count_reads_ER15	count_reads_ER19	count_reads_ER12	count_reads_ER20	gene
ENST00000495027.6	0	0	0	0	0	0	0	0	0	0	0	0	0	DNAH12
ENST00000638394.2	0	0	0	0	0	0	0	0	0	0	0	0	0	PRICKLE2
ENST00000564377.6	0	0	0	0	0	0	0	0	0	0	0	0	0	PRICKLE2
ENST00000295902.11	0	0	0	0	0	0	0	0	0	0	0	0	0	PRICKLE2
ENST00000493112.5	26	0	0	0	0	0	0	0	0	0	0	0	0	SUCLG2
ENST00000307227.10	26	0	0	0	0	0	0	0	0	0	0	0	0	SUCLG2
ENST00000648853.1	0	0	0	0	0	0	0	0	0	0	0	1	0	PROS1
ENST00000389622.7	1	0	1	1	0	0	0	0	0	0	1	0	0	CRYBG3
ENST00000326840.11	0	1	0	0	0	0	0	0	0	0	0	0	0	DCBLD2
ENST00000326857.9	0	1	0	0	0	0	0	0	0	0	0	0	0	DCBLD2
ENST00000394095.7	1	0	0	0	0	0	0	0	0	0	0	0	0	SENP7
ENST00000394091.5	1	0	0	0	0	0	0	0	0	0	0	0	0	SENP7
ENST00000394094.6	1	0	0	0	0	0	0	0	0	0	0	0	0	SENP7
ENST00000314261.11	1	0	0	0	0	0	0	0	0	0	0	0	0	SENP7
ENST00000348610.3	1	0	0	0	0	0	0	0	0	0	0	0	0	SENP7
ENST00000700973.1	0	2	0	0	1	0	0	0	0	1	3	1	2	CCDC54-AS1
ENST00000658011.1	0	2	0	0	1	0	0	0	0	1	3	1	2	CCDC54-AS1
ENST00000415149.6	15	0	0	0	0	0	0	1	0	0	0	0	0	BBX
ENST00000402543.5	15	0	0	0	0	0	0	1	0	0	0	0	0	BBX
ENST00000325805.13	15	0	0	0	0	0	0	1	0	0	0	0	0	BBX
ENST00000416476.6	15	0	0	0	0	0	0	1	0	0	0	0	0	BBX
ENST00000406780.5	15	0	0	0	0	0	0	1	0	0	0	0	0	BBX
ENST00000663929.1	0	0	0	0	0	0	0	0	0	0	0	0	0	LINC01205
ENST00000658412.1	0	0	0	0	0	0	0	0	0	0	0	0	0	LINC01205
ENST00000659474.1	0	0	0	0	0	0	0	0	0	0	0	0	0	LINC01205
ENST00000485473.2	0	0	0	0	0	0	0	0	0	0	0	0	0	NECTIN3-AS1
ENST00000438817.6	19	0	0	0	0	0	2	0	0	0	0	0	0	CD96
ENST00000283285.10	19	0	0	0	0	0	2	0	0	0	0	0	0	CD96
ENST00000352690.9	19	0	0	0	0	0	2	0	0	0	0	0	0	CD96
ENST00000393934.7	0	0	0	0	0	0	0	0	0	0	2	1	0	PLCXD2
ENST00000477665.2	0	0	0	0	0	0	0	0	0	0	2	1	0	PLCXD2
ENST00000393923.7	0	0	0	0	0	0	0	0	0	0	2	1	0	PHLDB2
ENST00000393845.9	14	2	0	3	1	0	2	1	3	0	2	8	1	CFAP44
ENST00000295872.8	41	14	15	16	21	13	17	26	18	15	20	24	21	SPICE1
ENST00000675478.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ZBTB20
ENST00000357258.8	0	0	0	0	0	0	0	0	0	0	0	0	0	ZBTB20
ENST00000393775.7	0	0	0	0	0	0	0	0	0	0	0	0	0	IGSF11
ENST00000425327.6	0	0	0	0	0	0	0	0	0	0	0	0	0	IGSF11
ENST00000489689.5	0	0	0	0	0	0	0	0	0	0	0	0	0	IGSF11
ENST00000354673.6	0	0	0	0	0	0	0	0	0	0	0	0	0	IGSF11
ENST00000441144.6	0	0	0	0	0	0	0	0	0	0	0	0	0	IGSF11
ENST00000491903.1	0	0	0	0	0	0	0	0	0	0	0	0	0	IGSF11
ENST00000264235.13	1	0	0	0	0	0	0	0	0	0	0	0	0	GSK3B
ENST00000316626.6	1	0	0	0	0	0	0	0	0	0	0	0	0	GSK3B
ENST00000678439.1	1	0	0	0	0	0	0	0	0	0	0	0	0	GSK3B
ENST00000650344.2	1	0	0	0	0	0	0	0	0	0	0	0	0	GSK3B
ENST00000464295.6	0	0	0	0	0	0	0	0	0	0	0	0	0	GPR156
ENST00000273666.10	0	0	0	0	0	0	0	0	0	0	0	0	0	STXBP5L
ENST00000471454.6	0	0	0	0	0	0	0	0	0	0	0	0	0	STXBP5L
ENST00000264233.6	0	0	0	0	0	0	0	0	0	0	0	0	0	POLQ
ENST00000701061.1	0	0	0	0	0	0	1	2	0	1	0	1	4	ENSG00000291096
ENST00000358511.11	0	0	0	0	0	0	0	0	0	0	0	0	0	COL6A6
ENST00000460564.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000291042
ENST00000236698.9	2	0	0	0	0	0	0	0	0	0	0	0	0	STAG1
ENST00000383202.7	2	0	0	0	0	0	0	0	0	0	0	0	0	STAG1
ENST00000434713.6	2	0	0	0	0	0	0	0	0	0	0	0	0	STAG1
ENST00000629124.2	2	0	0	0	0	0	0	0	0	0	0	0	0	STAG1
ENST00000264982.8	5	0	0	0	0	0	0	0	0	0	0	0	0	CEP70
ENST00000489254.5	5	0	0	0	0	0	0	0	0	0	0	0	0	CEP70
ENST00000484888.5	5	0	0	0	0	0	0	0	0	0	0	0	0	CEP70
ENST00000474781.5	5	0	0	0	0	0	0	0	0	0	0	0	0	CEP70
ENST00000481834.5	5	0	0	0	0	0	0	0	0	0	0	0	0	CEP70
ENST00000464035.5	5	0	0	0	0	0	0	0	0	0	0	0	0	CEP70
ENST00000495075.5	0	0	0	0	0	0	0	0	0	0	0	0	0	MRPS22
ENST00000296202.12	0	0	0	0	0	0	0	0	0	0	0	2	0	NMNAT3
ENST00000643695.2	0	0	0	0	0	0	0	0	0	0	0	2	0	NMNAT3
ENST00000704800.1	0	0	0	0	0	0	0	0	0	0	0	2	0	NMNAT3
ENST00000339837.9	0	0	0	0	0	0	0	0	0	0	0	2	0	NMNAT3
ENST00000413939.6	0	0	0	0	0	0	0	0	0	0	0	2	0	NMNAT3
ENST00000642987.1	0	0	0	0	0	0	0	0	0	0	0	2	0	NMNAT3
ENST00000646611.1	0	0	0	0	0	0	0	0	0	0	0	2	0	NMNAT3
ENST00000645290.1	0	0	0	0	0	0	0	0	0	0	0	2	0	NMNAT3
ENST00000511444.5	0	0	0	0	0	0	0	0	0	0	0	2	0	NMNAT3
ENST00000645507.1	0	0	0	0	0	0	0	0	0	0	0	2	0	NMNAT3
ENST00000309170.8	0	0	0	0	1	0	0	0	0	0	0	0	0	P2RY14
ENST00000492661.5	0	0	0	0	0	0	0	0	0	0	0	0	0	MME
ENST00000326448.12	4	0	0	0	0	0	0	0	0	0	1	0	0	IFT80
ENST00000483465.5	4	0	0	0	0	0	0	0	0	0	1	0	0	IFT80
ENST00000496589.5	4	0	0	0	0	0	0	0	0	0	1	0	0	IFT80
ENST00000351298.9	4	2	0	0	0	0	0	0	0	0	1	1	0	PLD1
ENST00000356327.9	4	2	0	0	0	0	0	0	0	0	1	1	0	PLD1
ENST00000169298.8	25	0	0	0	0	0	0	0	0	0	0	0	0	ST6GAL1
ENST00000457772.6	25	0	0	0	0	0	0	0	0	0	0	0	0	ST6GAL1
ENST00000677292.1	25	0	0	0	0	0	0	0	0	0	0	0	0	ST6GAL1
ENST00000448044.5	25	0	0	0	0	0	0	0	0	0	0	0	0	ST6GAL1
ENST00000433055.1	0	0	0	0	0	0	0	0	0	0	0	0	0	RPL39L
ENST00000448637.5	21	0	0	0	0	0	0	0	0	0	0	0	0	LPP
ENST00000433971.5	0	0	0	0	0	0	0	0	0	0	0	0	0	TPRG1
ENST00000345063.8	0	0	0	0	0	0	0	0	0	0	0	0	0	TPRG1
ENST00000342695.9	0	0	0	0	0	0	1	0	0	0	0	0	1	ATP13A4
ENST00000392443.7	0	0	0	0	0	0	1	0	0	0	0	0	1	ATP13A4
ENST00000310380.11	0	0	0	0	0	1	0	0	0	1	2	2	2	XXYLT1
ENST00000437101.5	0	0	0	0	0	1	0	0	0	1	2	2	2	XXYLT1
ENST00000429994.5	0	0	0	0	0	1	0	0	0	1	2	2	2	XXYLT1
ENST00000620618.4	0	0	0	0	0	0	0	0	0	0	0	0	0	BHLHE40-AS1
ENST00000441386.3	0	0	0	0	0	0	0	0	0	0	0	0	0	BHLHE40-AS1
ENST00000668962.1	0	0	0	0	0	0	0	0	0	0	0	0	0	BHLHE40-AS1
ENST00000306024.4	5	2	0	3	3	0	0	0	1	2	0	5	5	LSM3
ENST00000693687.2	0	0	0	0	1	0	0	0	1	0	0	0	0	ENSG00000229271
ENST00000663111.1	0	0	0	0	0	0	0	0	0	0	0	0	0	LINC01980
ENST00000668561.1	0	0	0	0	0	0	0	0	0	0	0	0	0	LINC01980
ENST00000631175.3	8	0	0	0	0	0	0	0	0	1	0	0	0	EIF1B-AS1
ENST00000661550.1	8	0	0	0	0	0	0	0	0	1	0	0	0	EIF1B-AS1
ENST00000357422.2	0	0	0	0	0	0	0	0	0	0	0	0	0	CCR3
ENST00000423656.5	2	0	0	0	0	0	0	0	0	0	0	0	0	DCAF1
ENST00000504652.5	2	0	0	0	0	0	0	0	0	0	0	0	0	DCAF1
ENST00000684031.1	2	0	0	0	0	0	0	0	0	0	0	0	0	DCAF1
ENST00000394672.8	4	2	0	2	5	3	3	2	8	1	6	13	5	CCDC66
ENST00000326595.11	4	2	0	2	5	3	3	2	8	1	6	13	5	CCDC66
ENST00000295962.8	1	0	0	1	0	0	0	1	1	2	1	2	1	ABHD6
ENST00000478253.6	1	0	0	1	0	0	0	1	1	2	1	2	1	ABHD6
ENST00000394236.9	0	0	0	0	0	0	0	0	0	0	0	1	0	PROS1
ENST00000650591.1	0	0	0	0	0	0	0	0	0	0	0	1	0	PROS1
ENST00000348974.5	0	0	0	0	0	0	0	0	0	0	0	1	0	PROS1
ENST00000647936.1	0	0	0	0	0	0	0	0	0	0	0	1	0	PROS1
ENST00000407433.6	0	0	0	0	0	0	0	0	0	0	0	1	0	PROS1
ENST00000310864.11	2	0	0	0	0	0	0	0	0	0	0	0	0	IQCB1
ENST00000349820.10	2	0	0	0	0	0	0	0	0	0	0	0	0	IQCB1
ENST00000273668.7	0	0	0	0	0	0	0	0	0	0	0	0	0	EAF2
ENST00000451944.2	0	0	0	0	0	0	0	0	0	0	0	0	0	EAF2
ENST00000424796.6	0	0	0	0	1	0	0	0	0	0	0	0	0	P2RY14
ENST00000460393.6	0	0	0	0	0	0	0	0	0	0	0	0	0	MME
ENST00000615825.2	0	0	0	0	0	0	0	0	0	0	0	0	0	MME
ENST00000675418.2	0	0	0	0	0	0	0	0	0	0	0	0	0	MME
ENST00000462745.5	0	0	0	0	0	0	0	0	0	0	0	0	0	MME
ENST00000493237.5	0	0	0	0	0	0	0	0	0	0	0	0	0	MME
ENST00000360490.7	0	0	0	0	0	0	0	0	0	0	0	0	0	MME
ENST00000491026.6	0	0	0	0	0	0	0	0	0	0	0	0	0	MME
ENST00000473730.6	0	0	0	0	0	0	0	0	0	0	0	0	0	MME
ENST00000680057.1	0	0	0	0	0	0	0	0	0	0	0	0	0	MME
ENST00000680282.1	0	0	0	0	0	0	0	0	0	0	0	0	0	MME
ENST00000392750.7	7	0	0	0	0	0	0	0	0	0	0	0	0	PDCD10
ENST00000473645.6	7	0	0	0	0	0	0	0	0	0	0	0	0	PDCD10
ENST00000497056.6	7	0	0	0	0	0	0	0	0	0	0	0	0	PDCD10
ENST00000492396.5	7	0	0	0	0	0	0	0	0	0	0	0	0	PDCD10
ENST00000461494.5	7	0	0	0	0	0	0	0	0	0	0	0	0	PDCD10
ENST00000470131.5	7	0	0	0	0	0	0	0	0	0	0	0	0	PDCD10
ENST00000487947.6	7	0	0	0	0	0	0	0	0	0	0	0	0	PDCD10
ENST00000471885.5	7	0	0	0	0	0	0	0	0	0	0	0	0	PDCD10
ENST00000400270.6	0	0	0	0	0	0	1	0	0	0	0	0	1	ATP13A4
ENST00000356740.5	0	0	0	0	0	1	0	0	0	1	2	2	2	XXYLT1
ENST00000654404.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000251199
ENST00000665766.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000251199
ENST00000515064.5	0	0	0	0	0	0	0	0	0	1	1	0	0	LDB2
ENST00000441778.6	0	0	0	0	0	0	0	0	0	1	1	0	0	LDB2
ENST00000304523.10	0	0	0	0	0	0	0	0	0	1	1	0	0	LDB2
ENST00000502640.5	0	0	0	0	0	0	0	0	0	1	1	0	0	LDB2
ENST00000399132.6	0	0	0	0	0	0	0	0	0	0	0	0	0	COL25A1
ENST00000642955.1	0	0	0	0	0	0	0	0	0	0	0	0	0	COL25A1
ENST00000513000.5	6	0	0	0	0	0	0	0	0	0	0	0	0	INPP4B
ENST00000262992.9	6	0	0	0	0	0	0	0	0	0	0	0	0	INPP4B
ENST00000651943.2	2	0	0	0	0	1	0	0	0	0	0	0	0	LRBA
ENST00000357115.9	2	0	0	0	0	1	0	0	0	0	0	0	0	LRBA
ENST00000510413.5	2	0	0	0	0	1	0	0	0	0	0	0	0	LRBA
ENST00000651695.2	2	0	0	0	0	1	0	0	0	0	0	0	0	LRBA
ENST00000680956.1	0	0	0	0	0	0	0	0	0	0	0	0	0	HTT
ENST00000681528.1	0	0	0	0	0	0	0	0	0	0	0	0	0	HTT
ENST00000355072.11	0	0	0	0	0	0	0	0	0	0	0	0	0	HTT
ENST00000507866.6	0	0	0	0	0	0	0	0	0	0	0	0	0	SORCS2
ENST00000382152.7	2	0	1	0	0	0	0	0	1	0	0	0	0	KCNIP4
ENST00000382148.7	2	0	1	0	0	0	0	0	1	0	0	0	0	KCNIP4
ENST00000447367.6	2	0	1	0	0	0	0	0	1	0	0	0	0	KCNIP4
ENST00000382150.8	2	0	1	0	0	0	0	0	1	0	0	0	0	KCNIP4
ENST00000509207.1	2	0	1	0	0	0	0	0	1	0	0	0	0	KCNIP4
ENST00000382149.9	2	0	1	0	0	0	0	0	1	0	0	0	0	KCNIP4
ENST00000507166.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000282278
ENST00000306888.6	35	3	3	4	9	4	3	6	5	9	2	8	5	LNX1
ENST00000263925.8	35	3	3	4	9	4	3	6	5	9	2	8	5	LNX1
ENST00000683033.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000512091.6	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000514591.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000506700.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000509896.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000511324.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000507164.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000508693.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000507625.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000504896.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000514157.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000506720.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000506746.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000508946.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000514996.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ADGRL3
ENST00000649996.1	0	0	1	0	0	0	0	0	0	0	0	0	0	SLC4A4
ENST00000698522.1	0	0	1	0	0	0	0	0	0	0	0	0	0	SLC4A4
ENST00000638048.1	0	0	0	0	0	0	0	0	0	0	0	0	0	RASGEF1B
ENST00000395184.6	0	0	0	0	0	0	0	0	0	0	0	0	0	ARHGAP24
ENST00000395183.6	0	0	0	0	0	0	0	0	0	0	0	0	0	ARHGAP24
ENST00000509176.6	0	0	0	0	0	0	0	0	0	0	0	0	0	CCSER1
ENST00000453304.6	0	0	0	0	0	0	0	0	0	0	0	0	0	UNC5C
ENST00000506749.5	0	0	0	0	0	0	0	0	0	0	0	0	0	UNC5C
ENST00000504592.5	0	0	0	0	0	0	0	0	0	0	0	0	0	BANK1
ENST00000285311.8	0	0	0	0	0	0	0	0	0	0	0	0	0	DKK2
ENST00000513208.5	0	0	0	0	0	0	0	0	0	0	0	0	0	DKK2
ENST00000510463.1	0	0	0	0	0	0	0	0	0	0	0	0	0	DKK2
ENST00000302274.8	0	0	0	0	0	0	0	0	0	0	0	0	0	ELOVL6
ENST00000394607.7	0	0	0	0	0	0	0	0	0	0	0	0	0	ELOVL6
ENST00000394439.5	0	0	0	0	1	0	0	0	0	0	0	0	0	PDE5A
ENST00000354960.8	0	0	0	0	1	0	0	0	0	0	0	0	0	PDE5A
ENST00000264805.9	0	0	0	0	1	0	0	0	0	0	0	0	0	PDE5A
ENST00000281142.10	0	0	0	0	0	0	0	1	0	0	0	0	0	SCLT1
ENST00000439369.6	0	0	0	0	0	0	0	1	0	0	0	0	0	SCLT1
ENST00000503215.5	0	0	0	0	0	0	0	1	0	0	0	0	0	SCLT1
ENST00000652009.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000251598
ENST00000650526.1	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000285783
ENST00000460056.6	0	0	0	0	0	0	0	0	0	0	0	0	0	RXFP1
ENST00000274056.11	0	0	0	0	0	0	0	0	0	0	0	0	0	MARCHF1
ENST00000514618.6	0	0	0	0	0	0	0	0	0	0	0	0	0	MARCHF1
ENST00000503008.5	0	0	0	0	0	0	0	0	0	0	0	0	0	MARCHF1
ENST00000344408.10	2	0	0	0	0	0	0	0	0	0	0	0	0	EVC2
ENST00000310917.6	2	0	0	0	0	0	0	0	0	0	0	0	0	EVC2
ENST00000264956.11	0	0	0	0	0	0	0	0	0	0	0	0	0	EVC
ENST00000288723.9	3	0	0	0	0	0	0	0	0	0	0	0	0	RAB28
ENST00000330852.10	3	0	0	0	0	0	0	0	0	0	0	0	0	RAB28
ENST00000338176.8	3	0	0	0	0	0	0	0	0	0	0	0	0	RAB28
ENST00000630951.1	3	0	0	0	0	0	0	0	0	0	0	0	0	RAB28
ENST00000513384.1	0	0	0	0	0	0	0	0	0	0	0	1	0	C1QTNF7-AS1
ENST00000360916.9	1	0	1	0	1	0	1	4	0	0	0	4	0	PACRGL
ENST00000295290.12	1	0	1	0	1	0	1	4	0	0	0	4	0	PACRGL
ENST00000444671.6	1	0	1	0	1	0	1	4	0	0	0	4	0	PACRGL
ENST00000502374.5	1	0	1	0	1	0	1	4	0	0	0	4	0	PACRGL
ENST00000503585.6	1	0	1	0	1	0	1	4	0	0	0	4	0	PACRGL
ENST00000502938.5	1	0	1	0	1	0	1	4	0	0	0	4	0	PACRGL
ENST00000507634.5	1	0	1	0	1	0	1	4	0	0	0	4	0	PACRGL
ENST00000513459.5	1	0	1	0	1	0	1	4	0	0	0	4	0	PACRGL
ENST00000389609.8	0	0	0	0	0	0	0	0	0	0	0	0	0	CCDC149
ENST00000467011.6	4	0	0	0	0	0	0	0	0	0	0	0	0	STIM2
ENST00000465503.6	4	0	0	0	0	0	0	0	0	0	0	0	0	STIM2
ENST00000467087.7	4	0	0	0	0	0	0	0	0	0	0	0	0	STIM2
ENST00000698882.1	4	0	0	0	0	0	0	0	0	0	0	0	0	STIM2
ENST00000309447.6	0	0	0	0	0	0	0	0	0	0	0	0	0	NWD2
ENST00000358350.9	4	0	0	0	0	0	0	0	1	0	0	0	0	FRYL
ENST00000507711.5	4	0	0	0	0	0	0	0	1	0	0	0	0	FRYL
ENST00000650700.1	0	0	0	1	1	0	0	0	0	0	0	2	0	LINC01618
ENST00000652441.1	0	0	0	1	1	0	0	0	0	0	0	2	0	LINC01618
ENST00000401642.8	2	0	0	0	0	0	0	0	0	0	0	0	0	SCFD2
ENST00000388940.8	2	0	0	0	0	0	0	0	0	0	0	0	0	SCFD2
ENST00000451613.5	2	0	0	0	0	0	0	0	0	0	0	0	0	AASDH
ENST00000602986.5	2	0	0	0	0	0	0	0	0	0	0	0	0	AASDH
ENST00000513376.5	2	0	0	0	0	0	0	0	0	0	0	0	0	AASDH
ENST00000205214.11	2	0	0	0	0	0	0	0	0	0	0	0	0	AASDH
ENST00000502617.1	2	0	0	0	0	0	0	0	0	0	0	0	0	AASDH
ENST00000322244.10	23	0	0	0	0	0	0	1	0	0	0	0	0	UBA6
ENST00000395759.6	0	0	0	0	0	0	0	0	0	0	0	0	0	MTHFD2L
ENST00000325278.7	0	0	0	0	0	0	0	0	0	0	0	0	0	MTHFD2L
ENST00000515604.5	0	0	0	0	0	0	0	0	0	0	0	3	0	FAM47E-STBD1
ENST00000512123.4	0	0	0	0	0	0	0	0	0	0	0	0	1	FRAS1
ENST00000509088.6	0	1	0	0	1	0	1	0	0	0	1	1	0	LINC01088
ENST00000403729.7	23	0	0	0	0	0	0	0	0	0	0	0	0	ANTXR2
ENST00000680913.1	23	0	0	0	0	0	0	0	0	0	0	0	0	ANTXR2
ENST00000681710.1	23	0	0	0	0	0	0	0	0	0	0	0	0	ANTXR2
ENST00000681115.1	23	0	0	0	0	0	0	0	0	0	0	0	0	ANTXR2
ENST00000404191.5	23	0	0	0	0	0	0	0	0	0	0	0	0	ANTXR2
ENST00000545647.5	0	0	0	0	0	0	0	0	0	0	0	0	0	PRKG2
ENST00000264399.6	0	0	0	0	0	0	0	0	0	0	0	0	0	PRKG2
ENST00000395578.3	0	0	0	0	0	0	0	0	0	0	0	0	0	PRKG2
ENST00000628926.1	0	0	0	0	0	0	0	0	0	0	0	0	0	PRKG2
ENST00000503995.5	0	0	0	0	0	0	0	0	0	0	0	0	0	ARHGAP24
ENST00000641010.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641324.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641102.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000638225.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641462.2	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641208.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641903.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641803.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641983.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641066.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000449047.8	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641051.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641952.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641341.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000638313.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641052.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000395169.9	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641718.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641902.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641553.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641287.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641943.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641767.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641657.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000639242.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000642015.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641050.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641493.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641217.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000642032.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641647.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000642103.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641283.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641170.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641297.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000639972.2	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000642006.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641405.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641724.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641047.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000359221.8	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000395157.9	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000395166.6	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641607.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641537.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641823.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641430.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000640970.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641459.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641762.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641207.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641120.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000642038.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000640490.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641166.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641237.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000640858.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641555.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641020.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000361569.8	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000395160.9	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641313.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641737.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641989.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000512689.6	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641391.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641862.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641110.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641677.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000642023.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
ENST00000641831.1	0	1	0	0	0	0	0	0	1	0	1	0	0	MAPK10
